timestep,average_reward
3200,-214.08265741523755
6400,-8.496339732692293
9600,-2.6650147693845447
12800,-1.5880194082133432
16000,-2.391709697673235
19200,-1.7461429902564742
22400,-2.136370793609133
25600,-2.158597040157012
28800,-1.477045371883846
32000,-1.7109411035639972
35200,-2.178275046069377
38400,-1.6484098404759278
41600,-1.598365465647189
44800,-2.1374685689456605
48000,-1.889210953639053
51200,-1.256266145417409
54400,-1.9692426928641487
57600,-1.316903359455096
60800,-1.6052169921032808
64000,-1.4557112313329983
67200,-1.6635458389810838
70400,-2.4796386181854895
73600,-1.7277963910334804
76800,-2.4752461131703405
80000,-1.8585765467550663
83200,-1.864657971425475
86400,-2.4115883118273618
89600,-1.6974139498190168
92800,-2.4682173385140014
96000,-1.628844640407193
99200,-1.9043248263519919
102400,-1.7854988508872842
105600,-1.9324869764670691
108800,-2.6129464219870777
112000,-2.4797351968788917
115200,-1.8516580986607574
118400,-2.6192763393696517
121600,-1.9371474416418561
124800,-1.9724773927030572
128000,-2.0978614255912373
131200,-2.2497114558799836
134400,-1.71712414719256
137600,-1.801134852917474
140800,-1.5873702139489976
144000,-2.3790981627116885
147200,-1.7202461797707935
150400,-1.5800379679125924
153600,-1.6056759894957497
156800,-1.8601330800000273
160000,-1.6121434722060741
163200,-1.6405586292616667
166400,-1.5314865672510518
169600,-1.4017177239414633
172800,-1.5058596725494056
176000,-1.5000791968770613
179200,-1.588652332964754
182400,-1.9428359361618746
185600,-1.3447552746487121
188800,-1.467340455672554
192000,-1.472153147974249
195200,-1.3316084674688664
198400,-2.1604703408011328
201600,-1.570222864980115
204800,-1.6456706256667457
208000,-1.6914383674761797
211200,-1.523382361171968
214400,-1.5189795046243262
217600,-2.1349402990266806
220800,-2.2624324210278273
224000,-1.9264689000427029
227200,-1.3658431414517298
230400,-1.6416273231914522
233600,-1.4024960549974677
236800,-1.3417642993692727
240000,-1.5347909884037414
243200,-2.1527789725180724
246400,-1.6278376724250925
249600,-1.4502125290096703
252800,-2.0250136510256347
256000,-2.067948061756981
259200,-1.5684454507391121
262400,-1.7766675349747991
265600,-1.422178280820463
268800,-1.3350800978562236
272000,-1.4013481771300889
275200,-1.913549196821463
278400,-1.4358874733360472
281600,-1.5745805996277766
284800,-2.0338410925690416
288000,-2.1167180520644338
291200,-1.443011896262393
294400,-1.623749214706977
297600,-2.0227707694223596
300800,-1.9576975778023082
304000,-1.387223622483138
307200,-1.4441763627732325
310400,-1.5067333117365251
313600,-2.1092897808430133
316800,-1.8708729035607377
320000,-1.3667163921954772
323200,-1.26053275426133
326400,-1.4016480153187103
329600,-1.3826171188226737
332800,-1.589428653692857
336000,-1.4233766978628015
339200,-1.410014993105394
342400,-1.356835815725621
345600,-1.425583096804129
348800,-1.3010756594307418
352000,-1.4308205663190199
355200,-1.236052864384194
358400,-1.4350890547977224
361600,-1.8203797189797664
364800,-1.50362959638477
368000,-1.1552473464367932
371200,-1.49721438741844
374400,-1.4850821224714539
377600,-1.9509879841724216
380800,-2.0353502442688383
384000,-1.4687115182804507
387200,-1.3809064757619745
390400,-1.8798384331416753
393600,-1.4018472644122013
396800,-1.6291692829581625
400000,-1.3726189028074915
403200,-1.4789900723745253
406400,-1.4342878389638134
409600,-2.0266901912133437
412800,-1.3854005441761563
416000,-1.6675237206030815
419200,-1.7803738426063216
422400,-1.8375912197486108
425600,-1.804506535134197
428800,-1.5014912172736103
432000,-1.1510309332622124
435200,-1.9581343121891959
438400,-1.4759796121203101
441600,-1.7959619756544722
444800,-1.8325784908780036
448000,-1.9674779700706488
451200,-2.0748354215105413
454400,-1.4349080449317695
457600,-1.9078443965750755
460800,-1.6268743810423163
464000,-1.913599281672734
467200,-1.5700079793403932
470400,-2.0874994381105525
473600,-1.71982358611217
476800,-1.812152176727824
480000,-1.6791252339581024
483200,-2.2190515350084543
486400,-2.049288717840588
489600,-1.4204818545293072
492800,-1.4830018083289445
496000,-1.85088404520667
499200,-1.9878405948132183
