timestep,average_reward
800,-372.18824575775
1600,-612.4628987576544
2400,-608.8727320194831
3200,-477.9366453330959
4000,-681.7573145633062
4800,-104.51032171253911
5600,-609.5387378580784
6400,-286.04489734770004
7200,-208.64758947376077
8000,-156.85465251983138
8800,-612.3842127586738
9600,-469.77146929510536
10400,-599.4040819125835
11200,-651.9374511900988
12000,-677.1653151960699
12800,-524.1339666447507
13600,-525.8133697122618
14400,-513.6110180396322
15200,-570.9998907227845
16000,-533.3097071103207
16800,-615.9707540700939
17600,-579.5628326686362
18400,-116.98726568755518
19200,-643.5724084222541
20000,-698.3426523549896
20800,-678.0687394924419
21600,-282.7409201537098
22400,-96.43316081163076
23200,-155.2787555569808
24000,-403.58658550614945
24800,-590.2904957983795
25600,-458.49485108409704
26400,-379.83979639747554
27200,-98.7371898906933
28000,-209.39518135548406
28800,-287.00728599545795
29600,-653.287415028987
30400,-309.64454846948297
31200,-528.898661776221
32000,-589.6625181505087
32800,-409.97610563157986
33600,-188.2761116950412
34400,-121.50795675889941
35200,-555.416189187341
36000,-34.201564737135435
36800,-321.37651736920816
37600,-604.3762581825926
38400,-310.4692188419592
39200,-40.79468458659594
40000,-634.4733328250795
40800,-63.49696166002144
41600,-239.2558010250249
42400,-676.1361404351899
43200,-233.75777398190334
44000,-561.1159324313845
44800,-436.3675167432248
45600,-632.9207273124654
46400,-592.2437921730736
47200,-490.31390770115866
48000,-704.0776245723509
48800,-316.3781861250813
49600,-542.8342661279789
50400,-625.3975302250489
51200,-377.5391293098048
52000,-595.5605175061478
52800,-85.50170041506367
53600,-605.7192945809699
54400,-339.89865608752837
55200,-296.2909742491031
56000,-687.7659411953033
56800,-614.689856295026
57600,-470.0933373753438
58400,-420.1562048826818
59200,-150.16268813060654
60000,-689.958588859308
60800,-200.7634833320556
61600,-618.5884640060902
62400,-124.29507439757421
63200,-602.5091960646132
64000,-626.9388305716437
64800,-96.6277855711955
65600,-661.6923707144081
66400,-625.4929445025645
67200,-225.10883413334327
68000,-177.6467774176366
68800,-501.25675956313967
69600,-394.5575414273007
70400,-426.9596370033849
71200,-212.35172999232876
72000,-573.3154369251683
72800,-665.9432168996406
73600,-100.70063036482757
74400,-469.6896540168684
75200,-572.1846193111068
76000,-555.3008273122588
76800,-102.56509946929049
77600,-173.23496812607002
78400,-533.7365142756734
79200,-521.5293593202476
80000,-227.39003618009477
80800,-594.6260612624466
81600,-560.1099999132556
82400,-303.7803144599262
83200,-550.854501938107
84000,-225.55232020330234
84800,-494.9357335628359
85600,-563.0881381121098
86400,-423.3608824786586
87200,-571.2315097006983
88000,-491.6691849064806
88800,-406.01350246210643
89600,-143.0030979566978
90400,-616.6766981460527
91200,-512.0495767224158
92000,-459.35439829810906
92800,-461.3013263692886
93600,-615.3325751888019
94400,-427.8955157494562
95200,-199.67849289410296
96000,-396.94250534623
96800,-679.8708766549311
97600,-601.50230480024
98400,-254.3064001051186
99200,-154.80236747310965
100000,-541.374807450471
100800,-645.5687582372997
101600,-654.6231157710789
102400,-180.4530783643
103200,-438.1736558589036
104000,-278.00306348795687
104800,-383.1524245877284
105600,-106.05732902800032
106400,-556.0368114318621
107200,-390.78470513365005
108000,-422.8312640409785
108800,-554.6182985329818
109600,-436.1768905293243
110400,-473.91005093663904
111200,-630.7254083716197
112000,-513.453177017579
112800,-580.0566265458074
113600,-154.42138893033393
114400,-195.97643874926302
115200,-500.5393987434155
116000,-141.56816488222773
116800,-499.90642779991265
117600,-290.44034662790364
118400,-162.87881497646723
119200,-132.234780788508
120000,-245.85539377577265
120800,-602.5029146918275
121600,-157.62958916321293
122400,-116.14909255891506
123200,-63.96859101598663
124000,-347.7229991767651
124800,-50.351460800236076
125600,-49.35633311462978
126400,-359.7821560247745
127200,-427.12003351928
128000,-664.1236233376649
128800,-440.241450697166
129600,-493.5787522245431
130400,-535.1984495510081
131200,-531.3687158319241
132000,-433.63399642895195
132800,-218.7317016853856
133600,-345.2043460258641
134400,-456.5360971808864
135200,-127.30849233483106
136000,-450.9914214849829
136800,-247.98920214028516
