timestep,average_reward
400,-144.1746113295
800,-40.40224254716324
1200,-354.1152844377417
1600,-208.4528263287649
2000,-202.42325382343154
2400,-128.08626813033507
2800,-19.42903672368076
3200,-11.718174820466912
3600,-92.8571372204809
4000,-81.21739856780104
4400,-22.31014451939524
4800,-43.55531647399279
5200,-11.139172703933832
5600,-5.896185756499197
6000,-3.2353065960971206
6400,-1.8184881188957658
6800,-4.109097596794788
7200,-10.598285074473582
7600,-10.630479001310231
8000,-2.209198607324975
8400,-1.8777503952372763
8800,-9.58748641221746
9200,-8.254018084056309
9600,-3.7799127994040087
10000,-5.8948215957691055
10400,-4.364582355966005
10800,-3.9117649071154714
11200,-2.055566755041334
11600,-11.173739867517256
12000,-7.631430869184986
12400,-1.9190193086978469
12800,-2.0749056666073247
13200,-9.76212862789171
13600,-2.1342100440581433
14000,-7.335459975436049
14400,-11.15168173487956
14800,-6.8034896548434425
15200,-11.102666006955921
15600,-10.841536268744179
16000,-10.375551330168452
16400,-11.203568292871761
16800,-2.2976841478551666
17200,-7.158447797059265
17600,-1.9797433920183893
18000,-2.458817473894912
18400,-2.207598702351366
18800,-1.8697355480589672
19200,-2.0263179096529647
19600,-13.454986762060143
20000,-1.7315772704889705
20400,-2.032422919476173
20800,-8.191061066575195
21200,-3.306497090337504
21600,-6.780644040828982
22000,-1.9283870536592023
22400,-8.44754714701779
22800,-11.508273845896369
23200,-6.929629704062433
23600,-1.8020761322625298
24000,-1.74705167990574
24400,-13.100258016489386
24800,-10.606558612310607
25200,-2.2651594089260385
25600,-9.338978486086418
26000,-7.652989559363927
26400,-5.914003457389218
26800,-10.110219899474702
27200,-9.401982747557247
27600,-2.2369815554394252
28000,-1.9618529590656406
28400,-4.5248856489616704
28800,-2.1015207266482596
29200,-3.8767219150773853
29600,-1.9916012499242617
30000,-8.936390778364366
30400,-12.368644941767275
30800,-1.9544456474035121
31200,-4.02923623932959
31600,-9.557538698458385
32000,-2.2451713450092634
32400,-8.528474999236463
32800,-11.823907832957056
33200,-2.304474134207241
33600,-10.331863843125541
34000,-2.154231167048314
34400,-2.011000377749568
34800,-8.99525479463776
35200,-1.8683680840115855
35600,-11.65254164305418
36000,-1.8897515924061248
36400,-1.5088432176399902
36800,-1.9732310257085592
37200,-7.121443291880751
37600,-1.8346668582019958
38000,-8.553556586798962
38400,-7.382218385555318
38800,-2.5392134138696205
39200,-3.2748637763258808
39600,-1.5573559605106106
40000,-8.593157608980373
40400,-12.522803093742496
40800,-1.9484372563460426
41200,-1.7860429166740337
41600,-1.5984774828212052
42000,-9.196236619837482
42400,-3.2871518927687737
42800,-4.815447773623892
43200,-1.3528175082693012
43600,-5.906524125469445
44000,-1.2164588346597913
44400,-8.806302902062088
44800,-6.970601863270203
45200,-1.5417729048589968
45600,-2.382860099992931
46000,-1.8640189628582686
46400,-6.832601900379661
46800,-2.939588365093757
47200,-8.960049733215484
47600,-1.446566605805187
48000,-3.2806600005691258
48400,-1.4062446272353972
48800,-6.455251974530699
49200,-11.960994518270205
49600,-1.6572956757252169
50000,-4.205386574314392
50400,-10.863521135850483
50800,-2.0913426026424484
51200,-2.5594208697118277
51600,-3.9354869192686057
52000,-9.69014046208368
52400,-9.275493490715508
52800,-2.1768686173287954
53200,-2.565401025396172
53600,-7.13100236062159
54000,-2.500415112673659
54400,-7.300465154550023
54800,-9.743038295436989
55200,-7.176394003232115
55600,-5.614547198281986
56000,-3.0183753382601504
56400,-2.5438034984050346
