timestep,average_reward
800,-37.17206961456698
1600,-372.98093614413335
2400,-4.051252830980718
3200,-3047.206877033791
4000,-3.0300875362871835
4800,-4.091719392218651
5600,-13.76482031196197
6400,-4.493962824434033
7200,-2.3017787860509333
8000,-5.459806507494278
8800,-3.1347443909956185
9600,-3.3670467652250924
10400,-2.119574487303299
11200,-2.0123401939652457
12000,-3.1029858794079455
12800,-5.4381340108109635
13600,-2.100600403386668
14400,-4.388162460207457
15200,-2.323144160312242
16000,-6.166955664047989
16800,-4.236981958927638
17600,-3.0856160247334774
18400,-2.0806877625301414
19200,-3.715790740968452
20000,-3.4553708528293283
20800,-3.207916399697457
21600,-2.085588515860032
22400,-6.608037499114929
23200,-13.289692481340412
24000,-4.025547290130358
24800,-3.4407227306186687
25600,-3.5719855301460814
26400,-16.249462597423996
27200,-18.513961292184078
28000,-2.3319647062224336
28800,-14.029403263652005
29600,-2.2736258260716213
30400,-21.566471718233437
31200,-3.441040509398135
32000,-1.9507462043362767
32800,-5.789056860564154
33600,-5.873595687532222
34400,-1.7960859336230828
35200,-5.855568789764112
36000,-7.123562983752984
36800,-2.0382936048128677
37600,-2.597480787956499
38400,-1.8759080067926015
39200,-1.8857136069651628
40000,-2.064797227787446
40800,-2.2149913729451693
41600,-5.556540489904803
42400,-2.169736665746923
43200,-6.607977208459054
44000,-1.8393407748000454
44800,-2.1129906337126907
45600,-2.813096092725304
46400,-7.38598517463839
47200,-2.204651969240039
48000,-1.4408016868706193
48800,-1.698338146011878
49600,-5.6872593464949
50400,-1.3833771016778635
51200,-6.756949136267975
52000,-5.400668524203599
52800,-1.4147932529211282
53600,-1.6903719451507087
54400,-4.237638940872464
55200,-2.005044436034003
56000,-2.286967947469888
56800,-1.5247281150848253
57600,-1.6354248405381324
58400,-3.0965006353956905
59200,-3.041255715955584
60000,-1.9119797545780333
60800,-5.8661189542442616
61600,-5.961241517692834
62400,-1.7604084299648917
63200,-1.6558397825821825
64000,-1.4784616320388801
64800,-1.448133384270662
65600,-1.5835682663876585
66400,-5.94334962281886
67200,-6.535764045547238
68000,-1.561974425551412
68800,-6.130960445071289
69600,-6.672698227162801
70400,-5.910222616855242
71200,-1.9457639371790387
72000,-7.239233608351591
72800,-6.024163020814809
73600,-1.6019932679976523
74400,-5.57968155069878
75200,-1.9826755553564053
76000,-1.9771895908306893
76800,-6.931539399269031
77600,-2.1420792313353174
78400,-1.712238856457026
79200,-1.4210637825792063
80000,-3.2431058528971026
80800,-4.066903253685088
81600,-2.0768510470950003
82400,-3.255308822518209
83200,-1.95972093921962
84000,-2.7094974391193833
84800,-2.76138379022733
85600,-1.5294887077253392
86400,-1.6619651482556372
87200,-4.080083846715275
88000,-1.5424895917691241
88800,-1.800338664317657
89600,-6.625906743744164
90400,-4.082474172274838
91200,-1.4207701590345367
92000,-2.577165148793591
92800,-5.974464340044461
93600,-2.157040973594356
94400,-1.6560699973736206
95200,-3.0783598448374074
96000,-1.5677115866272868
96800,-4.76283308436609
97600,-1.7389875928119847
98400,-1.8460674267360953
99200,-5.625580262843565
100000,-1.8466463769704788
